rank;finalWorth;personName;age;country;city;source;industries;countryOfCitizenship;organization;selfMade;gender;lastName;firstName;title;birthYear;birthMonth;cpi_country;gdp_country_trillions;gross_tertiary_education_enrollment;gross_primary_education_enrollment_country;life_expectancy_country;tax_revenue_country_country;total_tax_rate_country;population_country;latitude_country;longitude_country
411;6200;Maria Asuncion Aramburuzabala & family;59;Mexico;Mexico City;Beer, investments;Food & Beverage;Mexico;;FALSE;F;Aramburuzabala;Maria Asuncion;;1963;5;141,54;1.258286717Trillions;40,2;105,8;75;13,1;55,1;126014024;23,634501;-102,552784
411;6200;Gustaf Douglas;85;Sweden;Stockholm;Investments;Diversified;Sweden;;TRUE;M;Douglas;Gustaf;;1938;3;110,51;.530832909Trillions;67;126,6;82,5;27,9;49,1;10285453;60,128161;18,643501
411;6200;Frits Goldschmeding;89;Netherlands;Amsterdam;Temp agency;Service;Netherlands;;TRUE;M;Goldschmeding;Frits;;1933;8;115,91;.909070395Trillions;85;104,2;81,8;23;41,2;17332850;52,132633;5,291266
411;6200;Lin Muqin & family;59;China;Shenzhen;Beverages;Food & Beverage;China;;TRUE;M;Lin;Muqin;;1964;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
411;6200;Ruan Liping;59;China;Ningbo;Power strips;Manufacturing;Hong Kong;;TRUE;M;Ruan;Liping;;1964;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
411;6200;Ruan Xueping;51;China;Ningbo;Power strip;Manufacturing;Hong Kong;;TRUE;M;Ruan;Xueping;;1972;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
411;6200;Michal Solowow;60;Poland;Kielce;Investments;Finance & Investments;Poland;;TRUE;M;Solowow;Michal;;1962;7;114,11;.592164401Trillions;67,8;100;77,6;17,4;40,8;37970874;51,919438;19,145136
418;6100;Mike Adenuga;69;Nigeria;Lagos;Telecom, oil;Diversified;Nigeria;;TRUE;M;Adenuga;Mike;;1953;4;267,51;.448120429Trillions;10,2;84,7;54,3;1,5;34,8;200963599;9,081999;8,675277
418;6100;Tom Gores;58;United States;Beverly Hills;Private equity;Finance & Investments;United States;;TRUE;M;Gores;Tom;;1964;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
418;6100;Michael Herz;79;Germany;Hamburg;Coffee;Fashion & Retail;Germany;;FALSE;M;Herz;Michael;;1943;9;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
418;6100;Wolfgang Herz;72;Germany;Hamburg;Coffee;Fashion & Retail;Germany;;FALSE;M;Herz;Wolfgang;;1951;1;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
418;6100;Michael Kadoorie;81;Hong Kong;Hong Kong;Hotels, energy;Energy;Hong Kong;;FALSE;M;Kadoorie;Michael;;1941;7;;;;;;;;;;
418;6100;Sunil Mittal;65;;;Telecom;Telecom;India;;TRUE;M;Mittal;Sunil;;1957;10;;;;;;;;;;
418;6100;Zhou Qunfei;53;Hong Kong;Hong Kong;Smartphone screens;Technology;Hong Kong;Lens Technology;TRUE;F;Zhou;Qunfei;Founder and CEO;;;;;;;;;;;;
425;6000;Alexander Abramov;64;Russia;Moscow;Steel, mining;Metals & Mining;Russia;;TRUE;M;Abramov;Alexander;;1959;2;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
425;6000;Rene Benko;46;Austria;;Real estate, retail;Real Estate;Austria;;TRUE;M;Benko;Rene;;1977;3;118,06;.446314740Trillions;85,1;103,1;81,6;25,4;51,4;8877067;47,516231;14,550072
425;6000;Neil Bluhm;85;United States;Chicago;Real estate;Real Estate;United States;;TRUE;M;Bluhm;Neil;;1938;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
425;6000;Alain Bouchard;74;Canada;Montreal;Convinience stores;Fashion & Retail;Canada;Alimentation Couche Tard Inc. Cl A;TRUE;M;Bouchard;Alain;Chairman and CEO;1949;2;116,76;1.736425630Trillions;68,9;100,9;81,9;12,8;24,5;36991981;56,130366;-106,346771
425;6000;Jay Chaudhry;63;United States;Reno;Security software;Technology;United States;;TRUE;M;Chaudhry;Jay;;1959;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
425;6000;Gopikishan Damani;65;India;Mumbai;Retail, investments;Fashion & Retail;India;;TRUE;M;Damani;Gopikishan;;1958;1;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
425;6000;Sumet Jiaravanon;88;Thailand;Bangkok;Diversified;Diversified;Thailand;;FALSE;M;Jiaravanon;Sumet;;1934;11;113,27;.543649976Trillions;49,3;99,8;76,9;14,9;29,5;69625582;15,870032;100,992541
425;6000;Joe Lewis;86;Bahamas;Albany;Investments;Finance & Investments;United Kingdom;;TRUE;M;Lewis;Joe;;1937;2;;;;;;;;;;
425;6000;Frank Lowy;92;Israel;Tel Aviv;Investments;Finance & Investments;Australia;;TRUE;M;Lowy;Frank;;1930;10;108,15;.395098666Trillions;63,4;104,9;82,8;23,1;25,3;9053300;31,046051;34,851612
425;6000;Michael Milken;76;United States;Los Angeles;Investments;Finance & Investments;United States;;TRUE;M;Milken;Michael;;1946;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
425;6000;David Steward;71;United States;St. Louis;IT provider;Technology;United States;;TRUE;M;Steward;David;;1951;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
425;6000;Les Wexner & family;85;United States;New Albany;Retail;Fashion & Retail;United States;;TRUE;M;Wexner;Les;;1937;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
437;5900;Cai Kui;60;China;Chengdu;Real estate;Real Estate;China;;TRUE;M;Cai;Kui;;1963;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
437;5900;Jaran Chiaravanont;93;Thailand;Bangkok;Diversified;Diversified;Thailand;;FALSE;M;Chiaravanont;Jaran;;1930;4;113,27;.543649976Trillions;49,3;99,8;76,9;14,9;29,5;69625582;15,870032;100,992541
437;5900;Andreas Halvorsen;61;United States;Darien;Hedge funds;Finance & Investments;Norway;Viking Global Investors;TRUE;M;Halvorsen;Andreas;Investor;1961;4;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
437;5900;Antony Ressler;62;United States;Los Angeles;Finance;Finance & Investments;United States;;TRUE;M;Ressler;Antony;;1960;10;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
437;5900;Tsai Eng-meng;66;China;Shanghai;Food, beverages;Food & Beverage;Taiwan;;FALSE;M;Tsai;Eng-meng;;1957;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
442;5800;Josh Harris;58;United States;Miami;Private equity;Finance & Investments;United States;;TRUE;M;Harris;Josh;;1964;12;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
442;5800;Niels Peter Louis-Hansen;75;Denmark;Humlebaek;Medical devices;Healthcare;Denmark;;FALSE;M;Louis-Hansen;Niels Peter;;1947;10;110,35;.348078018Trillions;80,6;101,3;81;32,4;23,8;5818553;56,26392;9,501785
442;5800;Patrick Soon-Shiong;70;United States;Los Angeles;Pharmaceuticals;Healthcare;United States;;TRUE;M;Soon-Shiong;Patrick;;1952;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
445;5700;Rinat Akhmetov;56;Ukraine;Donetsk;Steel, coal;Metals & Mining;Ukraine;;TRUE;M;Akhmetov;Rinat;;1966;9;281,66;.153781069Trillions;82,7;99;71,6;20,1;45,2;44385155;48,379433;31,16558
445;5700;John Brown;88;United States;Atlanta;Medical equipment;Healthcare;United States;;TRUE;M;Brown;John;;1934;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
445;5700;Clive Calder;76;Cayman Islands;Grand Cayman;Record label;Media & Entertainment;United Kingdom;;TRUE;M;Calder;Clive;;1946;12;;;;;;;;;;
445;5700;Arthur Irving;93;Canada;Saint John;Oil;Energy;Canada;;FALSE;M;Irving;Arthur;;1930;1;116,76;1.736425630Trillions;68,9;100,9;81,9;12,8;24,5;36991981;56,130366;-106,346771
445;5700;Fredrik Lundberg;71;Sweden;Stockholm;Real estate, investments;Real Estate;Sweden;;FALSE;M;Lundberg;Fredrik;;1951;8;110,51;.530832909Trillions;67;126,6;82,5;27,9;49,1;10285453;60,128161;18,643501
445;5700;Thomas Schmidheiny;77;Switzerland;Jona;Cement;Construction & Engineering;Switzerland;;FALSE;M;Schmidheiny;Thomas;;1945;12;99,55;.703082435Trillions;59,6;105,2;83,6;10,1;28,8;8574832;46,818188;8,227512
445;5700;Helmut Sohmen;83;Hong Kong;Hong Kong;Shipping;Logistics;Austria;;FALSE;M;Sohmen;Helmut;;1939;12;;;;;;;;;;
445;5700;Daniel Ziff;51;United States;New York;Investments;Finance & Investments;United States;;FALSE;M;Ziff;Daniel;;1971;11;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
445;5700;Dirk Ziff;59;United States;North Palm Beach;Investments;Finance & Investments;United States;;FALSE;M;Ziff;Dirk;;1964;4;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
445;5700;Robert Ziff;56;United States;New York;Investments;Finance & Investments;United States;;FALSE;M;Ziff;Robert;;1966;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
455;5600;Maria Angelicoussis;41;Greece;;Shipping;Logistics;Greece;;FALSE;F;Angelicoussis;Maria;;1982;2;101,87;.209852761Trillions;136,6;99,6;81,3;26,2;51,9;10716322;39,074208;21,824312
455;5600;Ray Lee Hunt;79;United States;Dallas;Oil, real estate;Energy;United States;;FALSE;M;Hunt;Ray Lee;;1943;4;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
455;5600;Lai Meisong;52;China;Shanghai;Package delivery;Logistics;China;;TRUE;M;Lai;Meisong;;1970;12;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
455;5600;Vikram Lal & family;81;India;Delhi;Motorcycles;Automotive;India;;FALSE;M;Lal;Vikram;;1942;3;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
455;5600;Ken Langone;87;United States;Sands Point;Investments;Finance & Investments;United States;;TRUE;M;Langone;Ken;;1935;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
455;5600;Li Ge;56;China;Shanghai;Pharmaceutical ingredients;Healthcare;United States;;TRUE;M;Li;Ge;;1967;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
455;5600;Karen Pritzker;65;United States;Branford;Hotels, investments;Finance & Investments;United States;;FALSE;F;Pritzker;Karen;;1958;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
455;5600;Robert Rowling;69;United States;Dallas;Hotels, investments;Service;United States;;FALSE;M;Rowling;Robert;;1953;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
455;5600;Teddy Sagi;51;Israel;Tel Aviv;Gambling software;Gambling & Casinos;Israel;;TRUE;M;Sagi;Teddy;;1971;11;108,15;.395098666Trillions;63,4;104,9;82,8;23,1;25,3;9053300;31,046051;34,851612
455;5600;Seo Jung-jin;65;South Korea;Seoul;Biotech;Healthcare;South Korea;Celltrion Inc.;TRUE;M;Seo;Jung-jin;;1957;10;115,16;2.029000000Trillions;94,3;98,1;82,6;15,6;33,2;51709098;35,907757;127,766922
455;5600;Wu Jianshu;59;China;Ningbo;Auto parts;Automotive;Hong Kong;;TRUE;M;Wu;Jianshu;;1964;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
466;5500;Micky Arison;73;United States;Bal Harbour;Carnival Cruises;Service;United States;Carnival Corp.;FALSE;M;Arison;Micky;Chairman and CEO;1949;6;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
466;5500;James Chambers;65;United States;Palisades;Media, automotive;Media & Entertainment;United States;;FALSE;M;Chambers;James;;1957;4;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
466;5500;Pierre Chen;66;Taiwan;Taipei;Electronics;Technology;Taiwan;;TRUE;M;Chen;Pierre;;1956;9;;;;;;;;;;
466;5500;John Collison;32;United States;San Francisco;Payments software;Technology;Ireland;Stripe;TRUE;M;Collison;John;Cofounder;1990;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
466;5500;Patrick Collison;34;United States;San Francisco;Payment software;Technology;Ireland;Stripe;TRUE;M;Collison;Patrick;Cofounder;1988;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
466;5500;Archie Aldis Emmerson & family;93;United States;Redding;Timberland, lumber mills;Manufacturing;United States;;TRUE;M;Emmerson;Archie Aldis;;1929;4;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
466;5500;Piero Ferrari;77;Italy;Modena;Automobiles;Automotive;Italy;;FALSE;M;Ferrari;Piero;;1945;5;110,62;2.001244392Trillions;61,9;101,9;82,9;24,3;59,1;60297396;41,87194;12,56738
466;5500;Dan Friedkin;58;United States;Houston;Toyota dealerships;Automotive;United States;Gulf States Toyota;FALSE;M;Friedkin;Dan;owner and ceo;1965;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
466;5500;James Irving;95;Canada;Saint John;Diversified;Diversified;Canada;;FALSE;M;Irving;James;;1928;3;116,76;1.736425630Trillions;68,9;100,9;81,9;12,8;24,5;36991981;56,130366;-106,346771
466;5500;Jiang Weiping & family;68;China;Chengdu;Chemicals;Manufacturing;China;;TRUE;M;Jiang;Weiping;;1955;3;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
466;5500;Wolfgang Marguerre & family;81;Germany;Heidelberg;Pharmaceuticals;Healthcare;Germany;;TRUE;M;Marguerre;Wolfgang;;1941;6;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
466;5500;Ludwig Merckle;58;Germany;Ulm;Pharmaceuticals;Finance & Investments;Germany;;FALSE;M;Merckle;Ludwig;;1965;1;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
466;5500;Mitchell Rales;66;United States;Potomac;Manufacturing, investments;Manufacturing;United States;;TRUE;M;Rales;Mitchell;;1956;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
466;5500;Katharine Rayner;78;United States;East Hampton;Media, automotive;Media & Entertainment;United States;;FALSE;F;Rayner;Katharine;;1945;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
466;5500;Jean Salata;57;Hong Kong;Hong Kong;Finance;Finance & Investments;Chile;;TRUE;M;Salata;Jean;;1965;12;;;;;;;;;;
466;5500;Paul Singer;78;United States;New York;Hedge funds;Finance & Investments;United States;Elliott Management;TRUE;M;Singer;Paul;Investor;1944;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
466;5500;Sergio Stevanato & family;80;Italy;Venice;Medical packaging;Healthcare;Italy;;TRUE;M;Stevanato;Sergio;;1943;3;110,62;2.001244392Trillions;61,9;101,9;82,9;24,3;59,1;60297396;41,87194;12,56738
466;5500;Margaretta Taylor;80;United States;Southampton;Media, automotive;Media & Entertainment;United States;;FALSE;F;Taylor;Margaretta;;1942;4;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
466;5500;Richard White;68;Australia;Sydney;Software;Technology;Australia;;TRUE;M;White;Richard;;1955;4;119,8;1.392680589Trillions;113,1;100,3;82,7;23;47,4;25766605;-25,274398;133,775136
466;5500;Zhao Yan;56;China;Beijing;Biotech;Diversified;China;;TRUE;F;Zhao;Yan;;1967;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
486;5400;Patrizio Bertelli;77;Italy;Milan;Luxury goods;Fashion & Retail;Italy;;TRUE;M;Bertelli;Patrizio;;1946;1;110,62;2.001244392Trillions;61,9;101,9;82,9;24,3;59,1;60297396;41,87194;12,56738
486;5400;Mahendra Choksi & family;81;India;Mumbai;Paints;Manufacturing;India;;FALSE;M;Choksi;Mahendra;;1941;4;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
486;5400;Mat Ishbia;43;United States;Bloomfield Hills;Mortgage lender;Finance & Investments;United States;;FALSE;M;Ishbia;Mat;;1980;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
486;5400;Leo Koguan;68;Singapore;Singapore;IT provider;Technology;United States;;TRUE;M;Koguan;Leo;;1955;2;114,41;.372062527Trillions;84,8;100,6;83,1;13,1;21;5703569;1,352083;103,819836
486;5400;Miao Hangen;58;China;Suzhou;Textiles, petrochemicals;Diversified;China;;TRUE;M;Miao;Hangen;;1965;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
486;5400;Michael Pieper;77;Switzerland;Lucerne;Kitchen appliances;Manufacturing;Switzerland;Artemis Real Estate Partners;TRUE;M;Pieper;Michael;CEO of Artemis Group;1946;2;99,55;.703082435Trillions;59,6;105,2;83,6;10,1;28,8;8574832;46,818188;8,227512
486;5400;Miuccia Prada;73;Italy;Milan;Luxury goods;Fashion & Retail;Italy;Prada;FALSE;F;Prada;Miuccia;CEO, Fashion Designer;1949;5;110,62;2.001244392Trillions;61,9;101,9;82,9;24,3;59,1;60297396;41,87194;12,56738
486;5400;Wolfgang Reimann;70;Germany;Passau;Consumer goods;Fashion & Retail;Germany;;FALSE;M;Reimann;Wolfgang;;1952;10;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
486;5400;Matthias Reimann-Andersen;58;Germany;Munich;Consumer goods;Fashion & Retail;Germany;;FALSE;M;Reimann-Andersen;Matthias;;1965;3;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
486;5400;Stefan Reimann-Andersen;59;Austria;Vienna;Consumer goods;Fashion & Retail;Germany;;FALSE;M;Reimann-Andersen;Stefan;;1963;7;118,06;.446314740Trillions;85,1;103,1;81,6;25,4;51,4;8877067;47,516231;14,550072
486;5400;Renate Reimann-Haas;71;Austria;Vienna;Consumer goods;Fashion & Retail;Germany;;FALSE;F;Reimann-Haas;Renate;;1951;10;118,06;.446314740Trillions;85,1;103,1;81,6;25,4;51,4;8877067;47,516231;14,550072
497;5300;Todd Boehly;49;United States;Darien;Finance;Finance & Investments;United States;;TRUE;M;Boehly;Todd;;1973;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
497;5300;Rick Caruso;64;United States;Los Angeles;Real estate;Real Estate;United States;;TRUE;M;Caruso;Rick;;1959;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
497;5300;Ibrahim Erdemoglu;60;Turkey;Istanbul;Carpet;Manufacturing;Turkey;;TRUE;M;Erdemoglu;Ibrahim;;1962;9;234,44;.754411708Trillions;23,9;93,2;77,4;17,9;42,3;83429615;38,963745;35,243322
497;5300;Elizabeth Johnson;59;United States;Boston;Fidelity;Finance & Investments;United States;;FALSE;F;Johnson;Elizabeth;;1963;5;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
497;5300;Douglas Leone;65;United States;Atherton;Venture capital;Finance & Investments;United States;Sequoia;TRUE;M;Leone;Douglas;Global Managing Partner;1957;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
497;5300;Prajogo Pangestu;78;Indonesia;Jakarta;Petrochemicals;Diversified;Indonesia;;FALSE;M;Pangestu;Prajogo;;1944;5;151,18;1.119190781Trillions;36,3;106,4;71,5;10,2;30,1;270203917;-0,789275;113,921327
497;5300;Thomas Pritzker;72;United States;Chicago;Hotels, investments;Finance & Investments;United States;Hyatt Hotels;FALSE;M;Pritzker;Thomas;Executive Chairman;1950;6;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
497;5300;Lynda Resnick;80;United States;Beverly Hills;Agriculture;Food & Beverage;United States;;TRUE;F;Resnick;Lynda;;1943;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
497;5300;Stewart Resnick;86;United States;Beverly Hills;Agriculture;Food & Beverage;United States;;TRUE;M;Resnick;Stewart;;1936;12;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
497;5300;Gary Rollins;78;United States;Atlanta;Pest control;Service;United States;;FALSE;M;Rollins;Gary;;1944;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
497;5300;Mark Walter;62;United States;Chicago;Finance, asset management;Finance & Investments;United States;Guggenheim Partners LLC;TRUE;M;Walter;Mark;CEO;1960;5;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
497;5300;Ronald Wanek;81;United States;Saint Petersburg;Furniture;Manufacturing;United States;;TRUE;M;Wanek;Ronald;;1941;5;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
497;5300;Erich Wesjohann & family;77;Germany;Visbek;Poultry genetics;Food & Beverage;Germany;;TRUE;M;Wesjohann;Erich;;1945;6;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
497;5300;M.A. Yusuff Ali;67;United Arab Emirates;Abu Dhabi;Retail;Fashion & Retail;India;;TRUE;M;Yusuff Ali;M.A.;;1955;11;114,52;.421142268Trillions;36,8;108,4;77,8;0,1;15,9;9770529;23,424076;53,847818
511;5200;Alexandre Behring;56;United States;Greenwich;Investments;Finance & Investments;Brazil;;TRUE;M;Behring;Alexandre;;1967;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
511;5200;Cheng Xue;53;China;Foshan;Soy sauce;Food & Beverage;China;;TRUE;F;Cheng;Xue;;1970;2;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
511;5200;Robert Faith;59;United States;Charleston;Real estate management;Real Estate;United States;;TRUE;M;Faith;Robert;;1963;10;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
